年月日	地点	平均気温(℃)	最高気温(℃)	最低気温(℃)	降水量の合計(mm)	10分間降水量の最大(mm)	日照時間(時間)	合計全天日射量(MJ/㎡)	最深積雪(cm)	降雪量合計(cm)	平均風速(m/s)	最大風速(m/s)	最大瞬間風速(m/s)	最多風向(16方位)	平均蒸気圧(hPa)	平均現地気圧(hPa)	平均湿度(%)	平均海面気圧(hPa)	最小相対湿度(%)	最低海面気圧(hPa)	平均雲量(10分比)	天気概況(昼:06時~18時)	天気概況(夜:18時~翌日06時)
2015/6/27	高森	18.3	19.7	17.3	12.0	1.0	0.0				1.2	5.9	10.2	西南西									
2015/6/28	高森	20.0	26.3	15.7	0.5	0.5	10.5				1.7	4.3	8.5	東北東									
2015/6/29	高森	21.3	29.0	14.6	0.0	0.0	10.6				2.0	5.2	8.5	東南東									
2015/6/30	高森	20.2	24.0	18.4	55.5	8.0	0.1				2.2	5.9	12.0	東南東									
2015/7/1	高森	20.5	25.4	17.7	116.0	10.0	0.0				3.2	8.6	18.7	西									
2015/7/2	高森	20.1	25.7	16.5	1.0	0.5	4.1				1.2	5.0	8.7	南西									
2015/7/3	高森	20.9	26.0	16.1	0.0	0.0	3.5				1.2	3.3	4.9	西南西									
2015/7/4	高森	17.8	20.4	15.8	21.5	1.0	0.0				1.0	3.6	5.9	東									
2015/7/5	高森	17.5	19.7	15.7	2.0	0.5	0.0				1.1	3.5	7.5	東北東									
2015/7/6	高森	18.5	20.9	16.6	24.0	2.5	0.0				1.2	3.9	6.5	北北東									
2015/7/7	高森	21.7	24.5	18.5	5.5	1.0	0.0				2.3	7.4	13.1	東南東									
2015/7/8	高森	24.2	29.1	21.9	2.5	1.5	4.2				2.8	6.6	11.0	東									
2015/7/9	高森	25.9	31.4	22.3	0.0	0.0	9.7				2.6	6.2	11.2	東北東									
2015/7/10	高森	25.1	29.4	23.0	0.0	0.0	4.4				2.8	5.2	10.6	東									
2015/7/11	高森	23.1	25.1	21.3	46.0	3.5	0.4				2.7	5.4	11.1	東									
2015/7/12	高森	24.1	25.0	23.1	0.5	0.5	0.0				5.1	7.0	13.9	東南東									
2015/7/13	高森	22.8	24.8	21.7	28.0	4.0	0.0				1.9	6.4	10.4	南東									
2015/7/14	高森	23.8	28.4	20.6	8.0	6.5	5.3				1.5	6.2	11.6	南東									
2015/7/15	高森	24.6	29.6	20.0	0.0	0.0	11.2				2.2	5.1	9.3	北東									
2015/7/16	高森	22.3	24.8	18.9	0.0	0.0	0.0				2.8	6.1	12.0	西									
2015/7/17	高森	18.1	20.3	16.8	0.5	0.5	0.1				2.8	5.9	11.9	西									
2015/7/18	高森	23.0	30.9	17.5	0.0	0.0	6.2				1.9	6.4	11.7	東南東									
2015/7/19	高森	24.2	27.6	22.8	0.0	0.0	5.5				3.6	6.8	14.6	東南東									
2015/7/20	高森	23.8	26.5	22.5	0.5	0.5	1.2				3.7	7.0	13.3	東南東									
2015/7/21	高森	22.4	23.7	21.6	24.5	2.0	0.0				1.7	5.1	9.1	東南東									
2015/7/22	高森	22.5	25.2	20.2	61.0	4.0	0.0				2.1	6.0	12.0	西南西									
2015/7/23	高森	24.4	28.9	20.6	0.5	0.5	1.8				1.8	4.6	9.4	南西									
2015/7/24	高森	25.3	31.3	19.3	0.0	0.0	11.3				1.6	4.0	7.5	西南西									
2015/7/25	高森	25.1	31.4	20.1	0.0	0.0	12.1				3.1	8.0	13.7	東南東									
2015/7/26	高森	24.1	27.1	22.4	1.0	0.5	3.7				3.4	6.2	11.8	東南東									
2015/7/27	高森	23.8	28.1	21.5	0.5	0.5	2.6				2.0	5.9	11.5	西									
2015/7/28	高森	24.2	26.2	22.8	2.5	1.0	0.0				1.5	4.0	7.1	西									
2015/7/29	高森	25.2	29.1	22.9	0.0	0.0	6.0				1.7	4.3	7.5	西									
2015/7/30	高森	26.2	31.8	22.3	0.0	0.0	10.5				1.6	4.4	6.5	西南西									
2015/7/31	高森	26.7	32.9	23.0	0.0	0.0	10.2				1.6	4.2	5.9	西南西									
2015/8/1	高森	26.8	33.0	21.4	0.0	0.0	10.8				1.4	4.9	8.5	西									
2015/8/2	高森	26.4	31.9	21.9	0.0	0.0	10.9				1.5	4.6	7.6	西南西									
2015/8/3	高森	25.6	30.7	21.1	0.0	0.0	8.8				1.6	5.1	8.3	西南西									
2015/8/4	高森	25.5	31.9	20.3	0.0	0.0	8.1				1.5	4.4	7.8	西南西									
2015/8/5	高森	25.4	31.5	20.2	0.0	0.0	6.9				1.7	4.6	8.7	東北東									
2015/8/6	高森	25.5	31.8	19.2	0.0	0.0	9.5				2.4	5.9	10.3	東南東									
2015/8/7	高森	26.4	31.9	22.3	0.0	0.0	4.0				2.6	5.3	10.8	東南東									
2015/8/8	高森	26.3	34.2	18.5	0.0	0.0	3.4				1.5	4.5	8.0	東北東									
2015/8/9	高森	24.4	33.1	20.4	32.5	10.5	4.4				1.2	7.7	13.7	西									
2015/8/10	高森	25.0	31.2	19.4	0.5	0.5	9.8				1.5	4.6	8.7	西南西									
2015/8/11	高森	24.8	30.9	19.8	0.0	0.0	9.8				1.6	4.7	9.2	西南西									
2015/8/12	高森	22.6	25.6	20.7	36.0	3.5	0.2				2.4	6.4	11.0	西南西									
2015/8/13	高森	23.0	25.8	21.2	5.5	1.0	1.0				1.7	3.9	7.8	西									
2015/8/14	高森	22.7	28.2	19.4	0.0	0.0	4.7				1.3	3.8	7.3	西									
2015/8/15	高森	23.8	30.6	18.6	0.0	0.0	6.8				1.2	4.2	7.5	西									
2015/8/16	高森	23.9	26.5	21.5	0.0	0.0	0.9				1.6	4.1	6.5	東北東									
2015/8/17	高森	23.0	26.1	21.0	5.0	1.0	0.6				1.1	3.6	6.8	西南西									
2015/8/18	高森	22.7	27.3	19.4	0.0	0.0	1.8				1.5	3.9	7.8	東北東									
2015/8/19	高森	23.8	27.6	21.4	3.5	1.5	0.2				0.9	3.3	5.5	西南西									
2015/8/20	高森	24.3	28.9	20.0	0.0	0.0	5.1				1.4	4.5	7.3	西									
2015/8/21	高森	24.7	29.2	20.9	1.5	0.5	6.8				2.5	6.5	11.5	西									
2015/8/22	高森	24.8	29.2	21.6	0.0	0.0					2.1	5.1	7.6	西									
2015/8/23	高森	25.0	31.1	20.1	0.0	0.0					1.7	4.5	7.2	西									
2015/8/24	高森	22.4	24.9	20.0	18.0	3.0					2.5	7.3	15.0	東									
2015/8/25	高森	22.3	25.8	19.8	109.0	5.5					5.7	12.4	25.1	西									
2015/8/26	高森	21.1	23.3	19.5	2.0	0.5					1.1	3.3	5.5	西									
2015/8/27	高森	21.5	26.6	17.7	0.0	0.0					1.5	5.0	8.2	西									
2015/8/28	高森	21.2	26.5	18.8	0.5	0.5					1.0	4.0	6.2	南東									
2015/8/29	高森	20.4	22.5	18.5	18.0	1.5					1.3	5.4	9.7	東									
2015/8/30	高森	21.8	26.7	19.0	9.5	1.5					1.1	2.9	5.3	西南西									
2015/8/31	高森	21.6	23.3	19.5	24.0	1.5					2.0	6.1	10.0	東南東									
2015/9/1	高森	21.2	23.7	19.7	43.5	9.5					1.1	6.8	12.2	東北東									
2015/9/2	高森	20.4	22.7	18.9	4.5	0.5					0.7	2.6	3.8	北北東									
2015/9/3	高森	21.5	26.8	18.6	15.5	6.0					1.4	5.0	8.0	東南東									
2015/9/4	高森	21.8	26.5	17.7	0.0	0.0	4.3				1.7	4.9	7.5	西									
2015/9/5	高森	21.3	26.4	17.5	1.5	0.5	3.8				1.6	4.3	7.6	南東									
2015/9/6	高森	21.4	27.0	18.7	12.0	3.0	1.5				2.8	6.5	11.5	東南東									
2015/9/7	高森	20.4	24.3	17.8	0.0	0.0	3.5				1.9	5.6	10.6	北東									
2015/9/8	高森	20.6	23.8	18.3	0.0	0.0	5.6				2.6	5.3	11.4	北東									
2015/9/9	高森	19.5	22.0	17.9	0.0	0.0	0.2				2.0	5.6	9.1	西									
2015/9/10	高森	19.7	24.8	14.3	0.0	0.0	6.4				2.1	5.4	9.7	北									
2015/9/11	高森	18.7	26.5	11.6	0.0	0.0	11.7				1.6	4.9	7.9	東南東									
2015/9/12	高森	19.1	25.2	12.9	0.0	0.0	6.8				1.8	5.3	8.7	西									
2015/9/13	高森	18.6	23.5	14.1	0.0	0.0	8.6				2.0	5.2	8.3	西									
2015/9/14	高森	17.2	23.4	12.2	0.0	0.0	5.0				1.6	4.6	8.7	東北東									
2015/9/15	高森	18.5	23.4	14.2	0.5	0.5	1.3				1.8	4.7	7.5	東									
2015/9/16	高森	18.2	20.8	16.6	9.5	1.5	0.2				2.0	4.6	8.6	東北東									
2015/9/17	高森	18.4	24.5	16.0	45.0	14.5	1.9				1.2	6.8	18.3	北北西									
2015/9/18	高森	19.0	23.7	15.7	0.0	0.0	8.4				2.0	5.3	10.3	東北東									
2015/9/19	高森	18.2	24.5	12.4	0.0	0.0	10.0				1.9	4.3	9.8	北東									
2015/9/20	高森	18.0	25.4	11.2	0.0	0.0	9.3				1.3	4.8	7.1	西									
2015/9/21	高森	19.0	25.9	14.0	0.0	0.0	6.7				1.3	4.2	7.5	北東									
2015/9/22	高森	18.9	25.5	12.5	0.0	0.0	6.4				1.9	4.8	8.8	東南東									
2015/9/23	高森	20.6	23.8	17.4	11.0	1.5	2.6				3.2	6.4	15.0	東北東									
2015/9/24	高森	21.4	26.4	18.1	6.0	1.0	6.4				1.5	4.3	7.1	西南西									
2015/9/25	高森	22.0	26.2	18.8	0.0	0.0	4.7				1.4	4.1	6.2	西南西									
2015/9/26	高森	21.6	26.6	18.4	1.5	1.5	4.8				1.5	4.0	8.9	北東									
2015/9/27	高森	20.8	25.1	16.9	0.0	0.0	2.3				1.9	5.8	10.7	東北東									
2015/9/28	高森	21.2	26.2	15.4	0.0	0.0	8.4				2.3	5.6	9.8	東北東									
2015/9/29	高森	21.4	26.1	18.4	0.0	0.0	7.8				2.3	5.3	10.7	東北東									
2015/9/30	高森	18.4	22.3	16.8	5.0	0.5	0.1				2.0	5.1	8.5	北東									
2015/10/1	高森	20.2	24.8	16.3	58.5	7.5	0.4				4.0	10.6	19.4	西南西									
2015/10/2	高森	16.7	20.9	10.9	5.0	1.0	8.8				2.7	5.2	10.0	西									
2015/10/3	高森	15.1	22.8	8.5	0.0	0.0	10.7				1.4	4.9	7.4	西南西									
2015/10/4	高森	16.7	24.5	9.9	0.0	0.0	10.3				1.3	3.8	6.2	南東									
2015/10/5	高森	15.6	20.3	11.2	0.0	0.0	2.6				1.1	3.3	6.8	北北東									
2015/10/6	高森	14.3	22.1	7.5	0.0	0.0	10.3				2.0	5.2	8.6	北東									
2015/10/7	高森	15.5	21.6	9.7	0.0	0.0	10.4				2.7	5.8	9.6	東北東									
2015/10/8	高森	13.8	20.3	8.6	0.0	0.0	3.4				1.2	3.5	5.7	東北東									
2015/10/9	高森	13.9	21.7	7.1	0.0	0.0	8.0				1.4	4.9	8.1	西									
2015/10/10	高森	13.7	18.5	10.4	0.0	0.0	2.0				1.1	3.5	5.3	西									
2015/10/11	高森	12.6	16.0	7.8	1.0	0.5	2.8				2.5	5.9	10.8	西									
2015/10/12	高森	12.5	17.0	7.5	0.0	0.0	1.8				2.5	5.6	10.0	西									
2015/10/13	高森	12.2	17.9	6.8	0.0	0.0	9.3				2.0	5.8	9.6	西									
2015/10/14	高森	12.7	22.5	4.5	0.0	0.0	10.1				1.3	4.0	7.1	北東									
2015/10/15	高森	14.6	21.4	8.0	0.0	0.0	3.2				1.2	3.5	5.0	東北東									
2015/10/16	高森	15.7	23.1	9.0	0.0	0.0	9.8				1.4	4.8	8.2	西									
2015/10/17	高森	15.0	23.1	8.8	0.0	0.0	10.1				1.6	4.5	8.4	東北東									
2015/10/18	高森	15.3	24.9	8.0	0.0	0.0	10.1				1.3	4.4	6.5	東北東									
2015/10/19	高森	15.7	24.5	7.9	0.0	0.0	10.1				1.4	4.0	7.6	東北東									
2015/10/20	高森	16.3	24.7	9.1	0.0	0.0	10.0				1.7	5.5	8.2	東北東									
2015/10/21	高森	16.7	23.7	11.3	0.0	0.0	9.5				1.5	4.6	7.5	東									
2015/10/22	高森	16.2	22.2	11.0	0.0	0.0	9.7				2.5	6.6	10.3	東北東									
2015/10/23	高森	15.8	23.3	8.7	0.0	0.0	7.8				1.5	4.3	7.6	東南東									
2015/10/24	高森	16.1	23.7	10.0	0.0	0.0	9.8				1.8	5.5	9.1	西									
2015/10/25	高森	14.0	18.6	9.1	0.0	0.0	9.5				2.7	8.2	12.4	東北東									
2015/10/26	高森	13.6	21.1	5.9	0.0	0.0	9.6				1.4	3.5	7.1	西北西									
2015/10/27	高森	16.3	22.1	12.8	9.5	2.5	2.0				2.5	5.2	9.9	西									
2015/10/28	高森	10.7	15.0	6.0	0.0	0.0	8.4				3.2	6.2	9.5	西									
2015/10/29	高森	10.9	17.0	4.6	0.0	0.0	9.2				1.4	4.8	7.0	西南西									
2015/10/30	高森	11.3	15.1	8.7	0.0	0.0	0.1				1.1	4.2	6.7	北北東									
2015/10/31	高森	10.0	15.6	5.7	0.0	0.0	8.4				1.5	4.3	7.2	西南西									
2015/11/1	高森	9.8	15.2	4.0	7.0	0.5	0.1				0.7	3.0	4.2	南西									
2015/11/2	高森	10.3	14.5	5.4	1.5	0.5	4.1				1.9	5.4	7.9	西									
2015/11/3	高森	10.2	17.5	3.9	0.0	0.0	9.6				1.3	4.0	9.2	東北東									
2015/11/4	高森	12.2	19.5	5.4	0.0	0.0	9.3				1.8	4.3	8.1	東南東									
2015/11/5	高森	14.1	20.5	9.2	0.0	0.0	2.8				1.1	3.2	6.2	東									
2015/11/6	高森	16.0	22.0	9.5	0.0	0.0	6.2				1.3	3.3	7.4	東北東									
2015/11/7	高森	17.2	21.8	13.4	0.0	0.0	2.9				2.7	6.1	11.1	東南東									
2015/11/8	高森	19.8	24.3	17.1	0.5	0.5	6.8				3.0	7.3	11.8	西									
2015/11/9	高森	15.5	19.1	12.4	13.5	1.5	0.0				1.8	5.1	9.0	西南西									
2015/11/10	高森	12.2	15.9	8.4	0.5	0.5	2.0				2.0	5.5	9.0	西南西									
2015/11/11	高森	12.4	17.1	8.0	0.0	0.0	6.0				2.4	6.0	9.0	東北東									
2015/11/12	高森	12.5	15.2	11.1	0.0	0.0	1.6				2.6	6.2	9.8	北北東									
2015/11/13	高森	13.6	15.8	11.7	14.5	1.0	0.0				1.7	7.5	13.4	東北東									
2015/11/14	高森	16.9	21.4	15.0	7.0	1.5	0.1				1.3	3.4	6.1	西南西									
2015/11/15	高森	14.6	19.0	10.0	4.0	1.5	5.3				2.1	5.0	8.3	西南西									
2015/11/16	高森	14.2	20.4	7.7	0.0	0.0	6.9				1.2	4.3	6.2	東									
2015/11/17	高森	16.5	19.0	14.7	17.0	1.0	0.0				1.1	4.2	9.1	北西									
2015/11/18	高森	16.1	17.8	14.9	72.5	7.0	0.0				1.1	3.8	7.2	北北東									
2015/11/19	高森	13.7	16.8	11.4	0.0	0.0	2.4				1.7	4.2	7.5	北北東									
2015/11/20	高森	13.1	18.7	9.0	0.0	0.0	4.8				1.2	4.1	6.5	西									
2015/11/21	高森	13.3	19.2	8.1	0.0	0.0	4.2				0.9	2.9	4.4	東									
2015/11/22	高森	14.1	17.5	11.6	0.0	0.0	0.0				1.0	2.6	4.3	北東									
2015/11/23	高森	15.6	20.5	12.9	5.0	1.0	1.2				0.9	2.3	4.8	北東									
2015/11/24	高森	12.3	14.8	9.9	0.0	0.5	0.8				2.0	4.4	8.4	北東									
2015/11/25	高森	10.0	12.7	8.6	0.0	0.0	0.8				1.6	3.8	6.7	西南西									
2015/11/26	高森	4.6	9.0	1.5	5.0	1.0	0.0				3.8	6.7	12.5	西									
2015/11/27	高森	3.2	6.8	0.1	0.0	0.0	2.6				3.5	6.4	12.7	西北西									
2015/11/28	高森	5.2	8.0	1.2	0.0	0.0	0.1				1.8	4.8	7.1	西南西									
2015/11/29	高森	5.1	9.8	-0.3	0.0	0.0	0.1				0.8	2.4	3.1	北東									
2015/11/30	高森	7.3	15.1	1.6	0.0	0.0	8.8				1.4	4.8	7.6	北東									
2015/12/1	高森	7.6	15.5	1.9	0.0	0.0	8.8				1.2	2.9	5.1	東									
2015/12/2	高森	10.3	13.7	3.3	23.0	1.5	2.5				2.8	8.0	14.0	東南東									
2015/12/3	高森	5.9	10.9	3.4	4.0	0.5	0.9				5.4	8.8	17.0	西									
2015/12/4	高森	4.2	6.0	2.0	0.5	0.5	2.3				4.6	8.7	14.2	西									
2015/12/5	高森	5.5	8.4	2.1	0.0	0.0	3.1				2.3	5.9	9.5	西									
2015/12/6	高森	6.5	8.9	4.6	0.0	0.0	0.0				0.6	1.8	3.3	西南西									
2015/12/7	高森	7.3	13.9	2.2	0.0	0.0	8.7				1.5	4.5	8.2	東北東									
2015/12/8	高森	5.8	12.9	0.7	0.0	0.0	5.6				1.3	4.0	8.8	東北東									
2015/12/9	高森	9.6	14.7	2.6	0.0	0.0	6.4				2.4	6.6	10.5	東南東									
2015/12/10	高森	13.4	16.0	9.5	47.0	2.0	0.0				2.2	10.8	19.7	東									
2015/12/11	高森	11.2	14.3	8.2	7.0	1.0	0.2				3.2	6.1	11.6	北北東									
2015/12/12	高森	7.1	11.6	2.4	0.0	0.0	5.1				1.6	4.9	7.9	東北東									
2015/12/13	高森	5.4	11.5	0.7	0.0	0.0	4.2				1.3	3.7	7.3	北北東									
2015/12/14	高森	9.0	15.5	2.6	0.0	0.0	8.1				0.9	2.5	4.8	西									
2015/12/15	高森	9.6	12.2	7.1	2.0	0.5	0.0				1.6	5.2	9.2	西									
2015/12/16	高森	4.8	7.1	1.6	0.0	0.0	0.3				3.9	6.5	12.3	西									
2015/12/17	高森	-0.1	3.0	-4.5	0.0	0.0	1.2				3.5	6.7	11.5	西									
2015/12/18	高森	-0.8	6.2	-6.0	0.0	0.0	8.6				1.4	5.4	7.8	東									
2015/12/19	高森	2.1	9.4	-4.2	0.0	0.0	8.6				1.8	5.5	8.4	東北東									
2015/12/20	高森	5.9	11.3	-2.0	0.0	0.0	2.9				1.3	3.5	6.9	南東									
2015/12/21	高森	9.7	12.5	6.3	14.0	2.0	0.2				1.1	4.2	6.8	南東									
2015/12/22	高森	7.6	13.6	4.5	0.0	0.0	4.1				1.1	3.5	6.3	北東									
2015/12/23	高森	10.7	13.7	5.5	14.5	1.5	0.0				1.0	4.1	8.8	西北西									
2015/12/24	高森	9.7	13.7	4.9	0.5	0.5	5.8				1.7	5.6	9.8	西									
2015/12/25	高森	5.7	9.0	0.3	0.0	0.0	6.6				3.4	6.2	10.9	西									
2015/12/26	高森	4.5	8.0	-1.1	0.0	0.0	3.1				1.1	4.0	6.7	東南東									
2015/12/27	高森	6.0	9.3	2.0	0.0	0.0	5.8				1.7	5.1	8.3	西									
2015/12/28	高森	3.1	6.9	-1.9	0.0	0.0	4.4				2.6	6.0	11.2	西									
2015/12/29	高森	0.4	6.3	-2.9	0.0	0.0	8.6				1.5	5.9	9.4	西南西									
2015/12/30	高森	0.4	7.8	-4.8	0.0	0.0	8.5				1.2	4.3	7.4	東									
2015/12/31	高森	2.0	5.0	-2.0	0.0	0.0	1.3				1.2	4.0	6.6	西南西									
2016/1/1	高森	1.5	8.3	-3.7	0.0	0.0	8.6				1.3	5.1	7.7	東南東									
2016/1/2	高森	7.6	11.7	1.6	2.0	0.5	1.2				1.0	2.6	4.4	西南西									
2016/1/3	高森	9.3	13.4	4.8	0.0	0.5	0.3				0.8	2.1	4.0	東									
2016/1/4	高森	7.6	12.9	3.6	0.0	0.0	8.0				1.8	5.1	8.8	西									
2016/1/5	高森	6.0	9.4	4.0	11.0	1.0	0.1				1.0	5.1	8.8	東北東									
2016/1/6	高森	4.8	6.6	0.7	2.0	0.5	0.0				0.5	1.9	3.0	西南西									
2016/1/7	高森	3.8	5.8	2.2	0.0	0.0	0.8				2.7	5.9	9.9	西									
2016/1/8	高森	1.8	2.8	0.6	0.0	0.0	0.0				3.4	7.0	11.5	西									
2016/1/9	高森	1.3	4.7	-2.7	0.0	0.0	4.1				1.9	4.9	7.4	西南西									
2016/1/10	高森	2.4	7.2	-1.0	0.0	0.0	6.2				1.5	5.3	7.9	西									
2016/1/11	高森	3.5	7.8	-0.6	0.0	0.0	0.1				0.6	2.2	5.2	北北東									
2016/1/12	高森	2.3	5.8	-0.7	0.0	0.0	2.3				2.1	6.3	9.7	西									
2016/1/13	高森	0.6	1.9	-1.3	0.0	0.0	0.4				2.6	6.3	9.7	西									
2016/1/14	高森	0.9	4.5	-3.8	0.0	0.0	4.1				2.6	6.8	10.5	西									
2016/1/15	高森	-0.7	5.6	-4.5	0.0	0.0	2.8				1.0	3.4	5.1	西									
2016/1/16	高森	1.8	10.2	-4.6	0.0	0.0	8.9				1.4	5.1	8.0	東南東									
2016/1/17	高森	4.4	7.8	-0.8	10.0	1.0	0.0				2.2	5.7	10.1	東北東									
2016/1/18	高森	2.8	5.5	-3.0	11.0	1.5	0.0				5.3	9.3	16.2	西									
2016/1/19	高森	-2.7	-1.5	-3.6	0.5	0.5	0.0				6.0	8.9	16.0	西									
2016/1/20	高森	-2.4	1.4	-5.1	0.0	0.0	8.7				3.3	7.1	12.4	西									
2016/1/21	高森	-2.3	1.4	-6.4	0.0	0.0	0.3				0.7	3.5	5.6	西									
2016/1/22	高森	1.4	5.8	-3.0	0.0	0.0	4.8				1.3	5.2	10.2	北東									
2016/1/23	高森	-0.4	4.7	-4.2	0.0	0.0	2.7				2.6	5.9	10.5	西									
2016/1/24	高森	-7.7	-4.2	-9.8	0.5	0.5	0.0				5.2	9.0	15.6	西									
2016/1/25	高森	-4.4	-1.2	-10.4	0.0	0.0	1.1				1.8	4.9	9.3	西									
2016/1/26	高森	0.6	3.3	-2.5	0.0	0.0	1.2				1.7	5.5	9.2	西									
2016/1/27	高森	3.1	6.9	-0.4	0.0	0.0	2.3				1.8	4.4	7.3	西									
2016/1/28	高森	6.9	11.0	2.3	1.5	0.5	0.0				0.8	2.2	4.2	北北東									
2016/1/29	高森	11.2	13.0	8.7	35.5	2.0	0.0				0.9	3.7	6.5	北北東									
2016/1/30	高森	7.2	9.7	1.8	1.5	0.5	0.5				1.3	3.7	6.0	北北東									
2016/1/31	高森	3.6	9.8	-0.6	0.0	0.0	6.3				1.6	7.1	11.4	北東									
2016/2/1	高森	2.3	3.5	0.1	0.0	0.0	0.0				1.8	4.0	6.4	西									
2016/2/2	高森	1.2	5.3	-2.2	0.0	0.0	4.4				2.0	5.3	10.1	西									
2016/2/3	高森	1.4	5.9	-2.5	0.0	0.0	4.3				1.8	4.7	7.5	西南西									
2016/2/4	高森	1.6	6.9	-3.3	0.0	0.0	7.8				1.8	5.1	9.2	南東									
2016/2/5	高森	2.0	8.9	-1.5	0.0	0.0	7.5				1.6	6.2	10.4	東南東									
2016/2/6	高森	0.3	3.9	-1.9	0.0	0.0	1.7				2.5	5.8	10.6	西									
2016/2/7	高森	-0.4	5.0	-5.1	0.0	0.0	8.2				1.9	5.3	8.7	西南西									
2016/2/8	高森	0.9	5.8	-5.1	0.0	0.0	5.5				2.6	6.7	11.4	西									
2016/2/9	高森	4.9	8.5	0.5	0.0	0.0	8.6				5.5	8.9	17.3	西									
2016/2/10	高森	3.5	12.1	-3.1	0.0	0.0	9.5				1.8	6.2	9.3	西									
2016/2/11	高森	7.0	17.2	-2.2	0.0	0.0	7.7				1.5	5.4	9.4	南東									
2016/2/12	高森	11.0	12.4	8.2	0.0	0.0	0.2				4.1	6.7	15.5	東南東									
2016/2/13	高森	15.7	20.4	12.0	18.0	5.0	1.2				2.2	6.5	13.3	南南東									
2016/2/14	高森	7.1	16.9	0.7	6.0	1.5	0.0				6.7	10.1	16.8	西									
2016/2/15	高森	-1.5	0.7	-3.0	0.0	0.0	1.1				6.0	8.9	15.6	西									
2016/2/16	高森	-0.7	1.4	-3.1	0.0	0.0	1.5				3.4	7.4	11.0	西									
2016/2/17	高森	1.2	4.7	-1.2	0.5	0.5	1.4				3.0	7.0	12.0	西北西									
2016/2/18	高森	2.7	9.3	-4.3	0.0	0.0	9.7				1.5	5.3	8.4	西									
2016/2/19	高森	6.7	12.3	1.0	0.0	0.0	3.4				1.5	4.8	7.2	南南東									
2016/2/20	高森	5.7	7.2	4.0	36.0	1.5	0.2				2.7	5.6	12.3	西									
2016/2/21	高森	2.4	5.8	-1.1	0.5	0.5	7.4				3.4	7.2	11.5	西									
2016/2/22	高森	3.4	8.7	-2.1	2.0	0.5	0.6				0.9	3.8	6.1	西									
2016/2/23	高森	4.4	7.2	0.2	5.5	0.5	0.0				1.0	5.0	11.2	北北東									
2016/2/24	高森	2.5	7.2	-0.8	0.0	0.0	3.4				2.9	6.5	11.0	西									
2016/2/25	高森	0.2	3.7	-3.5	0.0	0.0	1.3				2.4	5.3	8.5	西									
2016/2/26	高森	0.1	6.0	-5.2	0.0	0.0	8.3				1.7	4.9	7.3	北東									
2016/2/27	高森	5.3	11.1	-1.8	0.0	0.0	4.3				2.1	5.9	12.2	西南西									
2016/2/28	高森	8.5	15.5	1.5	0.0	0.0	9.6				2.0	6.2	14.1	西									
2016/2/29	高森	1.8	11.1	-3.6	2.0	1.5	0.4				5.9	9.3	17.2	西									
2016/3/1	高森	-1.4	3.7	-5.6	0.0	0.0	10.2				2.6	5.7	9.8	西									
2016/3/2	高森	2.2	10.1	-4.2	0.0	0.0	8.9				1.9	4.5	7.8	西南西									
2016/3/3	高森	5.6	13.7	-3.2	0.0	0.0	10.0				1.8	5.3	8.9	北東									
2016/3/4	高森	11.4	17.8	5.7	0.0	0.0	1.9				1.6	5.8	9.4	東北東									
2016/3/5	高森	13.4	18.3	9.9	0.0	0.0	9.5				3.7	7.1	14.2	東南東									
2016/3/6	高森	14.8	19.9	12.2	0.0	0.0	1.3				3.9	6.7	12.1	東南東									
2016/3/7	高森	14.5	21.5	8.4	0.0	0.0	9.9				1.9	6.1	8.9	西									
2016/3/8	高森	13.3	20.7	7.3	0.0	0.0	9.2				1.9	5.2	8.8	北北東									
2016/3/9	高森	7.3	11.5	3.8	22.5	1.5	0.3				2.8	8.3	17.4	北東									
2016/3/10	高森	5.1	10.3	1.5	0.0	0.0	1.1				2.2	6.7	10.2	西									
2016/3/11	高森	3.2	8.1	-1.2	0.0	0.0	4.6				2.1	6.3	10.1	西									
2016/3/12	高森	2.6	9.5	-3.4	0.0	0.0	10.6				1.6	4.7	7.9	西									
2016/3/13	高森	4.0	9.9	-0.8	4.0	0.5	0.4				1.0	4.2	6.9	東北東									
2016/3/14	高森	4.7	8.9	2.5	6.0	0.5	2.3				3.1	6.7	13.5	北									
2016/3/15	高森	6.0	13.5	1.7	0.0	0.0	10.7				2.3	6.6	11.3	西									
2016/3/16	高森	7.4	15.4	1.1	0.0	0.0	5.5				1.4	5.1	9.1	西									
2016/3/17	高森	10.2	18.7	1.3	0.0	0.0	6.5				2.4	6.3	11.3	東南東									
2016/3/18	高森	12.2	14.3	10.6	12.5	1.5	0.0				3.6	7.7	14.0	東南東									
2016/3/19	高森	12.0	15.1	5.3	2.0	0.5	0.7				2.0	4.7	7.3	西									
2016/3/20	高森	7.8	16.3	1.6	0.0	0.0	10.9				1.6	5.1	8.5	東									
2016/3/21	高森	7.3	15.3	1.1	0.0	0.0	11.2				1.9	5.5	8.4	北東									
2016/3/22	高森	7.9	16.0	-0.7	0.0	0.0	11.1				1.9	5.4	9.0	西									
2016/3/23	高森	8.8	13.8	4.8	0.0	0.0	1.0				1.2	3.8	6.4	西南西									
2016/3/24	高森	6.3	11.2	1.5	0.0	0.0	7.4				2.8	6.8	12.3	北東									
2016/3/25	高森	4.7	11.3	0.1	0.0	0.0	9.2				3.1	5.8	13.6	北東									
